calories,carbs,fat,name,resturant
879,123,30,Pint of Pasta Salad (16 ounces),fatz
440,62,15,Pint of Pasta Salad (8 ounces),fatz
309,21,24,Pint of Sweet Vidalia Coleslaw (8 ounces),fatz
539,26,28,Popcorn Shrimp Salad,fatz
649,61,29,Popcorn Shrimp Wrap,fatz
649,61,29,Popcorn Shrimp Wrap,fatz
100,16,3,Poppy Seed Rolls (1 roll),fatz
681,75,33,Poppyseed Bread Pudding,fatz
100,16,3,Poppyseed Rolls (1 roll),fatz
935,63,57,Pot Roast,fatz
876,26,52,"Premium Grilled Pork Chops, BBQ",fatz
805,5,53,"Premium Grilled Pork Chops, Blackened",fatz
783,1,52,"Premium Grilled Pork Chops, Grilled",fatz
318,77,0,"Quart of Cinnamon Apples, Plating (16 ounces)",fatz
560,122,0,Quart of Garden Blend Rice (16 ounces),fatz
618,42,48,Quart of Sweet Vidalia Onion Coleslaw (16 ounces),fatz
303,33,16,Red Skinned Mashed Potatoes,fatz
342,17,23,Rib Tray (per serving),fatz
838,67,35,"Ribs, Shrimp and Chicken Trio",fatz
52,8,1,Salad for Classic Soup and Salad,fatz
211,3,21,Sauteed Spinach,fatz
382,28,24,Seabreeze Spinach Salad,fatz
563,33,26,Seabreeze Spinach Salad with Grilled Aloha Chicken,fatz
125,18,5,Seasoned Potato Wedge Tray (per wedge),fatz
1188,101,72,Shrimp Po Boy,fatz
79,10,2,Side Caesar Salad,fatz
210,11,13,Side House Salad,fatz
43,8,0,Side Veggie Salad,fatz
392,36,21,Small Brownie and Cheesecake Combo Tray,fatz
435,43,18,Small Brownie Tray,fatz
238,16,10,Small Calabash and Wings Combo Tray,fatz
91,3,6,Small Salad Tray,fatz
29,6,0,Small Veggie Tray,fatz
205,0,16,Small Wing Party Tray,fatz
269,31,5,Small World Famous Calabash Chicken Tray,fatz
54,0,3,Smoked Ham,fatz
31,0,1,Smoked Turkey,fatz
1328,63,86,Smothered Chopped Steak,fatz
137,11,9,Smothered Steak Topper,fatz
880,90,36,Southern Gold Ribs and Calabash Chicken,fatz
1005,39,70,Southwestern Jalapeño Burger,fatz
957,39,61,Steak and Ribs,fatz
51,7,1,Steamed Broccoli,fatz
537,48,27,Stone Ground Cheese Grits,fatz
700,64,44,Strawberries and Cheesecake,fatz
381,94,6,Sugar Free Chocolate Mousse,fatz
425,61,19,Sweet Potato Fries,fatz
870,58,34,TCs Hard Cider Sampler,fatz
1238,102,56,The Original FATZ Sampler,fatz
586,19,36,The Ultimate Chopped Chef Salad,fatz
109,13,3,Traditional Caesar Salad,fatz
140,0,10,Bacon,fazolis
640,80,22,Baked Spaghetti,fazolis
890,86,39,Baked Spaghetti with Meatballs,fazolis
100,20,2,"Breadstick, Dry (1 each)",fazolis
30,4,0,Broccoli,fazolis
35,5,0,Broccoli and Fire Roasted Tomatoes,fazolis
290,32,12,Cheese Pizza,fazolis
270,35,8,Cheese Stuffed Pizza Sticks,fazolis
670,71,27,Cheesy Baked Ziti,fazolis
980,86,46,Cheesy Meatball Baked Spaghetti,fazolis
480,38,25,Cherry Almond Chicken,fazolis
500,53,19,Chicken Broccoli Florentine,fazolis
920,77,42,Chicken Broccoli Penne,fazolis
800,88,27,Chicken Carbonara,fazolis
400,37,17,Chicken Mushroom Alfredo Bake,fazolis
1000,108,39,Chicken Parmigano,fazolis
340,37,12,Chicken Penne & Peppers,fazolis
920,69,60,Chicken Pesto,fazolis
880,69,52,Chicken Pesto,fazolis
510,68,26,Chocolate Chunk Cookie,fazolis
700,87,38,Chocolate Layer Cake,fazolis
510,30,30,Citrus Apple & Roasted Chicken,fazolis
890,122,25,Classic Sampler Platter,fazolis
690,58,33,Club Italiano,fazolis
780,68,36,Club Italiano,fazolis
780,48,51,Country Caesar,fazolis
70,8,3,Croutons (Pack),fazolis
600,16,45,Fazoli’s Italian House,fazolis
770,57,45,Fazoli’s® Original,fazolis
880,70,49,Fazoli’s® Original,fazolis
290,42,8,Fettuccine Alfredo,fazolis
290,42,8,Fettuccine Alfredo,fazolis
800,108,26,Fettuccine with Alfredo,fazolis
1000,79,49,Four Cheese Lasagna,fazolis
150,20,7,Garlic Breadstick (1 each),fazolis
810,83,31,Garlic Chicken Baked Spaghetti,fazolis
810,53,48,Italian BLT,fazolis
810,65,42,Italian BLT,fazolis
250,65,0,Italian Lemon Ice – Medium,fazolis
170,46,0,Italian Lemon Ice – Small,fazolis
370,97,0,Italian Lemon Ice with Peach,fazolis
270,70,0,Italian Lemon Ice with Strawberry,fazolis
340,90,0,Italian Lemon Ice with Wildberry,fazolis
980,122,29,Italian Sampler,fazolis
260,21,13,Meat Lasagna,fazolis
250,6,18,Meatballs,fazolis
20,5,1,"Mushroom, Pepper & Onion Blend",fazolis
630,49,45,NY Style Cheesecake with Strawberry Topping,fazolis
770,44,50,Pasta Ranch Italia,fazolis
880,76,44,Penne Romano,fazolis
970,73,51,Penne with Creamy Basil Chicken,fazolis
300,32,13,Pepperoni Classico,fazolis
300,32,13,Pepperoni Classico,fazolis
300,32,13,Pepperoni Pizza,fazolis
280,35,9,Pepperoni Stuffed Pizza Sticks,fazolis
710,55,40,Ravioli with Alfredo,fazolis
450,56,15,Ravioli with Marinara,fazolis
570,58,24,Ravioli with Meat Sauce,fazolis
570,70,21,Ravioli with Meat Sauce,fazolis
110,3,10,Red Wine Vinaigrette,fazolis
70,1,2,Roasted Chicken,fazolis
600,49,24,Roasted Chicken Platter,fazolis
820,87,0.5,Sausage & Peppers Baked Spaghetti,fazolis
60,5,3.5,Side Chopped Salad,fazolis
200,3,16,Sliced Italian Sausage,fazolis
750,68,37,Smoked Turkey Basil,fazolis
650,54,35,Smoked Turkey Breast,fazolis
560,111,2.5,Spaghetti or Penne Marinara,fazolis
800,108,26,Spaghetti with Alfredo,fazolis
220,43,1,Spaghetti with Marinara,fazolis
220,43,1,Spaghetti with Marinara Sauce,fazolis
260,44,4,Spaghetti with Meat Sauce,fazolis
260,44,4,Spaghetti with Meat Sauce,fazolis
300,45,7,Spaghetti with Meatballs,fazolis
800,108,26,"Spaghetti, Fettuccine, Penne or Bowtie with Alfredo",fazolis
560,111,2.5,"Spaghetti, Fettuccine, Penne or Bowtie with Marinara",fazolis
680,113,12,"Spaghetti, Fettuccine, Penne or Bowtie with Meat Sauce",fazolis
340,26,19,Three Cheese Baked Ravioli,fazolis
340,54,8,Toasted Ravioli (Six),fazolis
690,108,16,Toasted Ravioli (Twelve),fazolis
290,32,12,Triple Cheese,fazolis
290,32,12,Triple Cheese,fazolis
590,56,37,Turtle Cheesecake,fazolis
480,55,17,Tuscan Chicken,fazolis
700,47,39,Twice-Baked Lasagna,fazolis
1070,76,65,Ultimate Meatball Smasher,fazolis
1130,153,34,Ultimate Sampler,fazolis
590,60,29,Vegetable Fresco,fazolis
660,72,31,Vegetable Fresco,fazolis
800,108,26,Whole Wheat Penne with Alfredo,fazolis
560,111,2.5,Whole Wheat Penne with Marinara,fazolis
680,113,12,Whole Wheat Penne with Meat Sauce,fazolis
780,39,50,Bacon Burger,five-guys-burgers-and-fries
695,40.5,48,Bacon Cheese Dog,five-guys-burgers-and-fries
920,40,62,Bacon Cheeseburger,five-guys-burgers-and-fries
625,40,42,Bacon Dog,five-guys-burgers-and-fries
615,40.5,41,Cheese Dog,five-guys-burgers-and-fries
840,40,55,Cheeseburger,five-guys-burgers-and-fries
470,41,26,Grilled Cheese,five-guys-burgers-and-fries
700,39,43,Hamburger,five-guys-burgers-and-fries
545,40,35,Hot Dog,five-guys-burgers-and-fries
1474,184,71,Large Fries,five-guys-burgers-and-fries
560,39,33,Little Bacon Burger,five-guys-burgers-and-fries
630,39.5,39,Little Bacon Cheeseburger,five-guys-burgers-and-fries
550,39.5,32,Little Cheeseburger,five-guys-burgers-and-fries
480,39,26,Little Hamburger,five-guys-burgers-and-fries
310,39,15,One Serving of Fries approx half of regular order,five-guys-burgers-and-fries
620,78,30,Regular Fries,five-guys-burgers-and-fries
440,60,15,Veggie Sandwich,five-guys-burgers-and-fries
275,34.2,13.5,Apple Pie Turnover,golden-chick
263,29.4,14.7,Batter Coat French Fries,golden-chick
724,65.6,34.8,Buffalo Tender Sandwich,golden-chick
180,24,10,Chocolate Chip Cookie,golden-chick
363,2.3,24.2,Chunky Chicken Salad,golden-chick
708,54.1,35.1,Chunky Chicken Salad Sandwich,golden-chick
287,27.4,19.6,Classic Potato Salad,golden-chick
125,12.1,8.5,Coleslaw,golden-chick
265,33,13.2,Corn Nuggets,golden-chick
182,34,6,Corn on the Cob,golden-chick
200,16.2,12.5,Dirty Rice,golden-chick
176,25.9,5.7,Fresh Baked Yeast Roll,golden-chick
96,24.8,0,Fresh Brewed Iced Tea Sweetened,golden-chick
2,0.7,0,Fresh Brewed Iced Tea Unsweetened,golden-chick
561,34.5,27.8,Fried Breaded Catfish,golden-chick
521,17.5,29.1,Fried Chicken Breast,golden-chick
174,6.7,10,Fried Chicken Leg,golden-chick
521,25.4,28.7,Fried Chicken Tenders,golden-chick
421,15,28,Fried Chicken Thigh,golden-chick
150,2.9,10.4,Fried Chicken Wing,golden-chick
292,34,15.5,Fried Okra,golden-chick
313,1.1,12.2,Golden Roast Chicken Breast,golden-chick
159,0.6,9,Golden Roast Chicken Leg,golden-chick
273,0.8,16.9,Golden Roast Chicken Thigh,golden-chick
126,0.5,8.3,Golden Roast Chicken Wing,golden-chick
657,75.5,25.7,Golden Tender Sandwich,golden-chick
31,6.1,0.7,Green Beans,golden-chick
139,20.8,4.1,Mac & Cheese,golden-chick
74,13.8,1.5,Mashed Potatoes,golden-chick
101,27.1,0.1,Minute Maid Raspberry Lemonade,golden-chick
342,25.7,20.9,Mozzarella Sticks,golden-chick
170,22,8,Oatmeal Raisin Cookie,golden-chick
142,23.3,1.9,Southwest Style Pinto Beans,golden-chick
90,23.7,0,Tropical Fruit Salad,golden-chick
190,23,10,White Chocolate Macadamia Nut Cookie,golden-chick
54,8.2,0.6,White Cream Peppered Gravy,golden-chick
840,49,56,1/3 LB** Bacon Cheese Thickburger®,hardees
620,51,33,1/3 LB** Cheeseburger Thickburger®,hardees
930,44,64,1/3 LB** Frisco Thickburger®,hardees
470,9,36,1/3 LB** Low Carb Thickburger®,hardees
650,47,36,1/3 LB** Mushroom & Swiss Thickburger®,hardees
860,52,58,1/3 LB** Original Thickburger®,hardees
1150,53,78,2/3 LB** Double Thickburger®,hardees
1290,47,92,2/3 LB** Monster Thickburger®,hardees
260,13,13,3 Piece Hand Breaded Chicken Tenders™,hardees
440,21,21,5 Piece Hand Breaded Chicken Tenders™,hardees
270,35,13,Apple Turnover (without Cinnamon Sugar Topping),hardees
400,38,25,"Bacon, Egg & Cheese Biscuit",hardees
410,45,24,Beer Battered Onion Rings,hardees
810,74,40,Big Country® Breakfast Platter – Bacon*,hardees
450,46,18,Big Hot Ham ‘N’ Cheese™,hardees
450,44,20,Big Roast Beef™,hardees
410,50,23,Biscuit ‘N’ Gravy™,hardees
380,58,6,Charbroiled BBQ Chicken Sandwich,hardees
610,55,30,Charbroiled Chicken Club™ Sandwich,hardees
500,50,26,Chicken Fillet Biscuit,hardees
290,44,11,Chocolate Chip Cookie,hardees
290,35,15,Chocolate Chip Cookie – Fresh Baked,hardees
300,40,15,Cinnamon ‘N’ Raisin™ Biscuit,hardees
170,20,10,Cole Slaw (small = 1 serving),hardees
470,46,29,Country Fried Steak Biscuit,hardees
300,38,18,Country Ham Biscuit,hardees
480,60,23,Crispy Curls™ – Large,hardees
410,52,20,Crispy Curls™ – Medium,hardees
340,43,17,Crispy Curls™ – Small,hardees
480,34,29,Double Cheeseburger,hardees
630,52,38,Fish Supreme Sandwich,hardees
370,29,15,Fried Chicken Breast,hardees
170,15,7,Fried Chicken Leg,hardees
330,30,15,Fried Chicken Thigh,hardees
200,23,8,Fried Chicken Wing,hardees
430,41,19,Frisco Breakfast Sandwich®,hardees
110,16,5,Grits,hardees
400,38,22,"Ham, Egg & Cheese Biscuit",hardees
680,55,37,Hand Breaded Chicken Fillet™ Sandwich,hardees
780,98,35,Hand-Scooped Ice Cream Malt™†,hardees
705,86,33,Hand-Scooped Ice Cream Shake™†,hardees
530,49,35,Hash Rounds® – Large,hardees
390,36,26,Hash Rounds® – Medium,hardees
250,25,16,Hash Rounds® – Small,hardees
280,29,12,Hot Ham ‘N’ Cheese™,hardees
390,46,24,Jelly Biscuit,hardees
380,24,25,Jumbo Chili Dog,hardees
560,59,29,Kids Meal – Cheeseburger,hardees
380,36,18,Kids Meal – Chicken Tenders,hardees
510,58,25,Kids Meal – Hamburger,hardees
430,34,23,Little Thick Cheeseburger,hardees
570,34,39,Little Thickburger®,hardees
770,39,49,Loaded Breakfast Burrito,hardees
490,38,31,Loaded Omelet Biscuit,hardees
650,2,54,Low Carb Breakfast Bowl®,hardees
340,14,21,Low Carb Charbroiled Chicken Club™ Sandwich,hardees
260,37,13,Made from Scratch Biscuit™,hardees
90,17,2,Mashed Potatoes (small = 1 serving),hardees
640,40,44,Monster Biscuit®,hardees
200,28,9,Natural-Cut French Fries – Kids,hardees
470,65,21,Natural-Cut French Fries – Large,hardees
430,60,19,Natural-Cut French Fries – Medium,hardees
320,45,14,Natural-Cut French Fries – Small,hardees
460,47,17,Original Turkey Burger,hardees
300,55,5,Pancakes* (3),hardees
285,56,7,Peach Cobbler (small),hardees
300,28,14,Regular Roast Beef Sandwich,hardees
470,38,32,Sausage & Egg Biscuit,hardees
410,38,27,Sausage Biscuit,hardees
120,7,7,Side Salad (no dressing),hardees
235,27,13,Single Scoop Ice Cream Bowl†,hardees
285,37,13,Single Scoop Ice Cream Cone†,hardees
350,32,19,Small Cheeseburger,hardees
310,31,15,Small Hamburger,hardees
510,39,36,Smoked Sausage Biscuit,hardees
440,41,21,Spicy Chicken Sandwich,hardees
430,27,27,Sunrise Croissant® with Ham,hardees
930,59,63,The Six Dollar Thickburger®,hardees
550,85,19,(3) Chocolate Chip Pancakes,ihop
690,106,23,(3) CINN-A-STACK® Pancakes,ihop
510,86,13,(3) Cinnamon Apple Pancakes,ihop
640,117,13,(3) Double Blueberry Pancakes,ihop
700,71,39,(3) Harvest Grain ‘N Nut® Pancakes,ihop
850,118,34,(3) New York Cheesecake Pancakes,ihop
490,69,18,(3) Original Buttermilk Pancakes,ihop
600,109,13,(3) Strawberry Banana Pancakes,ihop
520,87,13,(3) Strawberry Pancakes,ihop
390,21,28,1/2 Double BLT Sandwich,ihop
520,42,27,1/2 Pot Roast Melt Sandwich,ihop
290,15,18,1/2 Turkey Sandwich,ihop
160,2,4,Add (1) Country Style Ham Slice,ihop
380,2,34,Add (1) Portuguese Sausage Link,ihop
120,2,5,Add (2) Canadian Style Bacon Slices,ihop
210,2,6,Add (2) Pork Chops,ihop
300,0,27,Add (2) Pork Sausage Patties,ihop
460,5,41,Add (2) Smoked Sausage Links,ihop
360,2,32,Add (2) Taylor Ham® Slices,ihop
490,69,18,Add (3) Buttermilk Pancakes,ihop
150,1,12,Add (4) Bacon Strips,ihop
350,3,32,Add (4) Pork Sausage Links,ihop
200,<1,14,Add (4) Turkey Sausage Links,ihop
850,60,58,Add Biscuits with Country Gravy and (4) Pork Sausage Links,ihop
900,63,62,Add Biscuits with Sausage Gravy & (4) Pork Sausage Links,ihop
100,19,2.5,Add Blueberry Compote w/Whipped Topping,ihop
90,17,2.5,Add Cinnamon Apple Compote w/Whipped Topping,ihop
190,36,2.5,Add Corn Tortillas,ihop
300,18,20,Add Corned Beef Hash,ihop
690,60,37,Add Country/Chicken Fried Steak & Country Gravy,ihop
800,65,45,Add Country/Chicken Fried Steak & Sausage Gravy,ihop
280,47,6,Add Flour Tortillas,ihop
110,1,2.5,Add Grilled Ham,ihop
110,1,2.5,Add Ham Steak,ihop
190,26,9,Add Hot Fudge,ihop
190,26,9,Add Hot Fudge,ihop
90,11,4,"Add Ice Cream, Chocolate, (1) scoop",ihop
90,11,4,"Add Ice Cream, Chocolate, (1) scoop",ihop
80,11,3.5,"Add Ice Cream, Strawberry, (1) scoop",ihop
80,11,3.5,"Add Ice Cream, Strawberry, (1) scoop",ihop
90,10,5,"Add Ice Cream, Vanilla, (1) scoop",ihop
90,10,5,"Add Ice Cream, Vanilla, (1) scoop",ihop
360,22,23,Add Side of Scrapple,ihop
350,4,30,Add Side of Spam®,ihop
70,17,0,Add Strawberry Topping,ihop
70,17,0,Add Strawberry Topping,ihop
90,19,2.5,Add Strawberry Topping w/Whipped Topping,ihop
280,0,11,Add Top Sirloin Steak,ihop
280,0,11,Add Top Sirloin Steak,ihop
1780,163,99,Appetizer Sampler,ihop
120,29,0,"Apple Juice, 10 fl oz",ihop
150,36,0,"Apple Juice, 12 fl oz (Kid’s Cup)",ihop
210,51,0,"Apple Juice, 16 fl oz",ihop
480,116,0,"Apple Juice, Carafe",ihop
840,17,65,"Avocado, Bacon & Cheese Omelette",ihop
210,25,6,Baby Cakes,ihop
770,57,49,Bacon & Cheddar Hash Brown Stack with Fresh Fruit,ihop
1020,83,61,Bacon & Cheddar Hash Brown Stack with Pancakes,ihop
1130,43,82,Bacon & Cheddar Stuffed Crepes,ihop
930,47,61,Bacon Cheddar Chicken Sandwich,ihop
980,17,75,Bacon Temptation Omelette,ihop
870,34,58,Bacon Wrapped Sirloin Steak & Eggs,ihop
1010,50,66,Bacon’N Beef™ Bacon & Egg Cheeseburger w/Bacon Patty,ihop
970,48,63,Bacon’N Beef™ Bacon & Egg Cheeseburger w/Beef Patty,ihop
900,48,58,Bacon’N Beef™ Bacon Cheeseburger w/Bacon Patty,ihop
860,47,55,Bacon’N Beef™ Bacon Cheeseburger w/Beef Patty,ihop
830,48,53,Bacon’N Beef™ Cheeseburger w/Bacon Patty,ihop
780,46,50,Bacon’N Beef™ Cheeseburger w/Beef Patty,ihop
970,52,65,Bacon’N Beef™ Mega Mushroom Burger w/Bacon Patty,ihop
920,50,62,Bacon’N Beef™ Mega Mushroom Burger w/Beef Patty,ihop
340,63,7,Baked Potato,ihop
640,50,39,Belgian Waffle Combo,ihop
420,47,23,Belgian Waffle w/Butter,ihop
360,47,15,"Belgian Waffle, Plain",ihop
1130,104,62,Big Country Breakfast,ihop
1130,104,62,Big Country Breakfast,ihop
1220,54,82,Big Steak Omelette,ihop
880,80,50,Big Two-Egg Breakfast,ihop
1420,99,95,Biscuits & Gravy Combo w/Country Gravy,ihop
1530,105,103,Biscuits & Gravy Combo w/Sausage Gravy,ihop
1180,82,74,Breakfast Sampler,ihop
340,19,23,Broccoli Cheese Soup,ihop
340,19,23,Broccoli Cheese Soup,ihop
340,19,23,Broccoli Cheese Soup,ihop
340,19,23,Broccoli Cheese Soup,ihop
1000,66,69,Cheese Blintzes,ihop
520,27,35,Cheese Omelette,ihop
490,42,28,Cheeseburger,ihop
950,41,62,Cheesy Western Omelette with Fresh Fruit,ihop
1330,89,77,Cheesy Western Omelette with Pancakes,ihop
1600,72,118,Chicken & Spinach Salad,ihop
1080,97,62,Chicken & Waffles,ihop
1180,55,81,Chicken Clubhouse Super Stacker,ihop
960,22,65,Chicken Fajita Omelette,ihop
1070,70,59,Chicken Fajita Quesadilla,ihop
790,49,44,Chicken Fajita Salad,ihop
870,54,52,Chicken Fajita Salad w/Avocado,ihop
880,48,53,Chicken Florentine Crepes,ihop
1240,105,69,Chicken Fried Chicken & Eggs w/Country Gravy,ihop
1300,107,73,Chicken Fried Chicken & Eggs w/Sausage Gravy,ihop
690,74,33,Chicken Fried Chicken w/Country Gravy,ihop
750,77,37,Chicken Fried Chicken w/Sausage Gravy,ihop
170,18,5,Chicken Noodle Soup,ihop
170,18,5,Chicken Noodle Soup,ihop
170,18,5,Chicken Noodle Soup,ihop
170,18,5,Chicken Noodle Soup,ihop
190,23,7,Chicken Tortilla Soup,ihop
190,23,7,Chicken Tortilla Soup,ihop
190,23,7,Chicken Tortilla Soup,ihop
190,23,7,Chicken Tortilla Soup,ihop
720,112,24,Chocolate Chip Pancakes (4),ihop
1400,111,82,Chorizo & Eggs,ihop
1120,126,54,CINN-A-STACK® French Toast,ihop
890,138,29,CINN-A-STACK® Pancakes (4),ihop
1210,102,75,Cinnamon Swirl French Toast Combo,ihop
1460,102,97,Classic Skillets,ihop
5,1,0,"Coffee, Cup",ihop
25,5,0,"Coffee, Full Carafe",ihop
1120,24,82,Colorado Omelette,ihop
990,30,72,Corned Beef Hash & Cheese Omelette,ihop
1110,91,61,Corned Beef Hash & Eggs,ihop
1140,50,80,Country Omelette,ihop
1570,139,87,Country/Chicken Fried Steak & Eggs w/Country Gravy,ihop
1680,145,95,Country/Chicken Fried Steak & Eggs w/Sausage Gravy,ihop
830,82,38,Country/Chicken Fried Steak Dinner w/Country Gravy,ihop
940,88,46,Country/Chicken Fried Steak Dinner w/Sausage Gravy,ihop
130,33,0,"Cranberry Juice, 10 fl oz",ihop
160,41,0,"Cranberry Juice, 12 fl oz (Kid’s Cup)",ihop
230,58,0,"Cranberry Juice, 16 fl oz",ihop
520,132,0,"Cranberry Juice, Carafe",ihop
440,10,32,"Create Your Own Omelette, Plain",ihop
140,2,4,"Create Your Own Omelette, Plain w/Egg Substitute",ihop
1200,112,66,"Create Your Own Viva La French Toast Combo, Blueberry",ihop
1300,121,73,"Create Your Own Viva La French Toast Combo, CINN-A-STACK®",ihop
1180,109,66,"Create Your Own Viva La French Toast Combo, Cinnamon Apple",ihop
1170,93,71,"Create Your Own Viva La French Toast Combo, Original",ihop
1190,111,66,"Create Your Own Viva La French Toast Combo, Strawberry",ihop
1210,116,66,"Create Your Own Viva La French Toast Combo, Strawberry Banana",ihop
900,88,45,"Create Your Own Viva La French Toast Combo, Whole Wheat",ihop
410,71,10,Create-A-Face Pancake,ihop
1460,93,95,Crispy Chicken Salad w/Fried Chicken,ihop
1270,59,91,Crispy Chicken Salad w/Grilled Chicken,ihop
1010,89,56,Crispy Chicken Strips,ihop
290,37,10,Crispy Chicken Strips,ihop
1230,117,67,Crispy Chicken Strips & Fries,ihop
580,77,27,Crispy Strawberry Banana Cheesecake,ihop
5,1,0,Dill Pickle Spear,ihop
660,39,45,Double BLT,ihop
800,144,17,Double Blueberry Pancakes (4),ihop
1020,80,57,Eggs Benedict,ihop
190,25,10,"Flavored Coffee, French Vanilla",ihop
220,30,10,"Flavored Coffee, Swiss Mocha",ihop
790,73,39,French Onion Pot Roast,ihop
640,59,36,French Toast,ihop
430,30,28,French Toast,ihop
480,66,21,Fruit Crepe w/Blueberry Compote,ihop
390,45,21,Fruit Crepe w/Cinnamon Apple Compote,ihop
460,65,21,Fruit Crepe w/Strawberry Topping,ihop
450,57,20,Funny Face® (Buttermilk),ihop
480,62,22,Funny Face® (Chocolate),ihop
840,18,66,Garden Omelette,ihop
1050,51,75,Garden Stuffed Crepes,ihop
150,15,8,Garlic Bread,ihop
830,71,54,German Crepes,ihop
120,30,0,"Grapefruit Juice, 10 fl oz",ihop
150,38,0,"Grapefruit Juice, 12 fl oz (Kid’s Cup)",ihop
210,53,0,"Grapefruit Juice, 16 fl oz",ihop
480,120,0,"Grapefruit Juice, Carafe",ihop
450,44,26,Grilled Cheese Sandwich,ihop
960,39,72,Grilled Chicken Caesar Salad,ihop
870,39,71,"Grilled Chicken Caesar Salad, No Chicken",ihop
810,63,39,Grilled Liver,ihop
810,46,46,Grilled Tilapia Hollandaise,ihop
1070,77,56,Ham & Egg Melt,ihop
920,95,49,Harvest Grain ‘N Nut® Pancakes (4),ihop
840,60,48,Hash Brown Crusted Chicken with Country Gravy,ihop
890,62,52,Hash Brown Crusted Chicken with Sausage Gravy,ihop
870,18,60,Hearty Ham & Cheese Omelette,ihop
0,2,0,Herbal Tea,ihop
290,35,13,Hot Chocolate,ihop
5,<1,0,Hot Tea,ihop
90,15,3,House Salad,ihop
90,15,3,House Salad,ihop
90,15,3,House Salad,ihop
90,15,3,House Salad,ihop
1110,83,65,Huevos Rancheros,ihop
300,26,20,"Ice Cream Sundae (Ice Cream, Whipped Topping & Cherry)",ihop
90,11,4,"Ice Cream, Chocolate, (1) scoop",ihop
80,11,3.5,"Ice Cream, Strawberry, (1) scoop",ihop
90,10,5,"Ice Cream, Vanilla, (1) scoop",ihop
200,44,1.5,"Iced Coffee, Mocha",ihop
150,32,1.5,"Iced Coffee, Original",ihop
190,41,1.5,"Iced Coffee, Vanilla",ihop
5,2,0,"Iced Tea, 10 fl oz",ihop
5,2,0,"Iced Tea, 12 fl oz (Kid’s Cup)",ihop
10,2,0,"Iced Tea, 16 fl oz",ihop
860,69,50,"International Crepe Passport, Fresh Fruit",ihop
930,40,69,"International Crepe Passport, German",ihop
1100,83,71,"International Crepe Passport, Nutella®",ihop
1000,68,67,"International Crepe Passport, Strawberry Banana Danish",ihop
330,11,25,Cheeseburger – Protein® Style (Bun replaced with Lettuce),in-n-out-burger
400,41,18,Cheeseburger w/Mustard & Ketchup Instead of Spread,in-n-out-burger
480,39,27,Cheeseburger w/Onion,in-n-out-burger
590,72,29,Chocolate Shake,in-n-out-burger
520,11,39,Double-Double® – Protein® Style (Bun replaced with Lettuce),in-n-out-burger
590,41,32,Double-Double® w/Mustard & Ketchup Instead of Spread,in-n-out-burger
670,39,41,Double-Double® w/Onion,in-n-out-burger
395,54,18,French Fries,in-n-out-burger
240,11,17,Hamburger – Protein® Style (Bun replaced with Lettuce),in-n-out-burger
310,41,10,Hamburger w/Mustard & Ketchup Instead of Spread,in-n-out-burger
390,39,19,Hamburger w/Onion,in-n-out-burger
590,81,27,Strawberry Shake,in-n-out-burger
580,67,31,Vanilla Shake,in-n-out-burger
310,30,14,Bacon Breakfast Jack®,jack-in-the-box
680,58,42,Bacon Cheddar Potato Wedges,jack-in-the-box
260,3,26,Bacon Ranch Dressing,jack-in-the-box
920,45,63,Bacon Ultimate Cheeseburger™,jack-in-the-box
430,35,25,"Bacon, Egg & Cheese Biscuit",jack-in-the-box
190,17,11,Beef Taco (1 Taco),jack-in-the-box
390,33,22,Beef Taco (2 Tacos),jack-in-the-box
570,43,34,Big Cheeseburger,jack-in-the-box
570,43,34,Big Cheeseburger,jack-in-the-box
280,30,11,Breakfast Jack®,jack-in-the-box
280,30,11,Breakfast Jack®,jack-in-the-box
450,32,23,Breakfast Pita Pocket,jack-in-the-box
520,37,28,Chicken Club Salad w/ Crispy Chicken Strips**,jack-in-the-box
370,13,20,Chicken Club Salad w/ Grilled Chicken Strips**,jack-in-the-box
320,33,11,Chicken Fajita Pita made w/ Whole Grain (no salsa),jack-in-the-box
320,33,11,Chicken Fajita Pita made w/ Whole Grain (no salsa),jack-in-the-box
330,35,11,Chicken Fajita Pita made w/ Whole Grain (w/ salsa),jack-in-the-box
410,42,21,Chicken Sandwich,jack-in-the-box
410,42,21,Chicken Sandwich,jack-in-the-box
470,42,25,Chicken Sandwich with Bacon,jack-in-the-box
470,42,25,Chicken Sandwich with Bacon,jack-in-the-box
280,26,12,"Chicken Strips, Crispy 2 pc.",jack-in-the-box
560,53,24,"Chicken Strips, Crispy 4 pc.",jack-in-the-box
130,2,4,"Chicken Strips, Grilled 2 pc.",jack-in-the-box
250,5,7,"Chicken Strips, Grilled 4 pc.",jack-in-the-box
580,106,5,Chicken Teriyaki Bowl,jack-in-the-box
690,133,6,Chicken Teriyaki Bowl,jack-in-the-box
70,17,0,Chiquita® Apple Bites with Caramel,jack-in-the-box
70,17,0,Chiquita® Apple Bites with Caramel,jack-in-the-box
70,17,0,Chiquita® Apple Bites with Caramel,jack-in-the-box
180,30,2.5,Chocolate Lowfat Milk Chug 1%,jack-in-the-box
300,57,7,Chocolate Overload™ Cake,jack-in-the-box
220,3,22,Creamy Southwest Dressing,jack-in-the-box
150,15,7,Egg Roll 1 pc.,jack-in-the-box
440,46,22,Egg Roll 3 pc.,jack-in-the-box
